brand,fuel_type,transmission,seller_type,car_age_years,mileage_km,engine_size_l,horsepower,previous_owners,price_k
Ford,Petrol,Automatic,Individual,5.6,92796,1.7,154.0,3,10.29
Kia,Diesel,Automatic,Dealer,6.3,99751,2.3,196.0,1,12.55
Honda,Hybrid,Automatic,Individual,4.1,63442,1.9,128.0,3,18.96
Toyota,Electric,Automatic,Dealer,9.3,111861,1.9,162.0,3,21.88
Kia,Petrol,Automatic,Individual,5.1,115554,1.3,160.0,1,9.08
Ford,Diesel,Manual,Individual,7.1,109435,1.6,162.0,3,7.95
Honda,Petrol,Automatic,Individual,6.7,158310,1.1,169.0,3,5.17
Nissan,Diesel,Automatic,Dealer,0.0,84114,1.6,138.0,1,18.68
Mercedes,Hybrid,Manual,Individual,1.6,76024,1.3,102.0,1,24.78
Ford,Petrol,Automatic,Individual,2.8,68681,1.5,122.0,1,13.13
BMW,Hybrid,Manual,Dealer,6.2,77947,1.9,149.0,1,24.86
Toyota,Petrol,Automatic,Certified,7.7,151879,2.1,197.0,1,10.1
Honda,Petrol,Automatic,Individual,3.4,51383,1.8,214.0,1,19.13
Mercedes,Petrol,Manual,Individual,3.9,84170,2.1,205.0,1,23.2
Toyota,Diesel,Manual,Dealer,7.5,122926,2.0,174.0,1,14.66
BMW,Petrol,Automatic,Dealer,1.5,55900,1.7,161.0,1,26.27
Hyundai,Diesel,Automatic,Individual,8.2,108686,2.0,155.0,1,12.21
Mercedes,Petrol,Manual,Dealer,9.5,97417,1.6,140.0,1,18.46
Mercedes,Petrol,Automatic,Dealer,5.6,82651,1.8,169.0,1,27.18
Honda,Petrol,Automatic,Dealer,2.5,72801,1.2,102.0,2,15.05
Honda,Hybrid,Manual,Certified,5.2,76729,1.7,120.0,2,18.08
Toyota,Hybrid,Automatic,Individual,12.4,182419,1.4,135.0,2,4.5
Mercedes,,Automatic,Dealer,3.6,80710,1.9,94.0,1,30.2
Honda,Hybrid,Automatic,Dealer,6.9,94929,2.5,174.0,2,18.81
Ford,Hybrid,Automatic,Individual,3.5,91011,2.0,136.0,1,18.03
Nissan,Hybrid,Automatic,Individual,0.3,91766,1.0,130.0,2,18.57
Toyota,Electric,Manual,Certified,4.2,53159,1.5,168.0,2,23.87
Kia,Petrol,Manual,Certified,6.8,121964,1.3,214.0,1,10.34
Mercedes,Petrol,Automatic,Certified,6.1,120640,1.4,95.0,2,18.47
Hyundai,Petrol,Manual,Certified,6.0,98911,1.8,152.0,4,6.96
BMW,Electric,Manual,Dealer,4.2,78851,1.9,137.0,3,29.81
Hyundai,Hybrid,Manual,Individual,5.4,126398,2.3,202.0,1,15.32
Nissan,Petrol,Automatic,Individual,2.5,64186,1.6,206.0,1,18.89
Toyota,Hybrid,Manual,Individual,10.1,101169,2.0,166.0,1,14.17
Toyota,Diesel,Manual,Dealer,6.7,148422,1.1,193.0,1,10.09
BMW,Petrol,Automatic,Dealer,4.7,41550,1.0,78.0,2,21.53
Toyota,Hybrid,Automatic,Individual,6.7,83822,1.6,183.0,1,21.51
Nissan,Petrol,Manual,Individual,2.4,65043,1.8,197.0,2,16.4
Kia,Petrol,Automatic,Individual,5.7,61110,1.1,75.0,2,7.58
Toyota,Hybrid,Manual,Dealer,3.5,36037,2.5,113.0,1,21.64
BMW,Hybrid,Manual,Dealer,5.6,144732,2.0,192.0,1,25.69
BMW,Electric,Automatic,Dealer,4.5,86001,1.0,97.0,1,29.97
Nissan,Petrol,Automatic,Dealer,4.7,36147,1.3,129.0,1,14.46
Honda,Diesel,Automatic,Individual,8.8,146121,1.8,157.0,2,11.03
Ford,Petrol,Automatic,Individual,6.5,110355,2.0,141.0,2,10.72
Ford,Hybrid,Manual,Individual,1.8,90054,2.9,182.0,2,19.7
Kia,Diesel,Manual,Dealer,2.8,100921,1.3,141.0,3,8.19
Kia,Petrol,Automatic,Individual,8.7,127327,1.7,179.0,4,4.5
Hyundai,Diesel,Automatic,Certified,4.0,94263,1.6,152.0,1,18.63
BMW,Petrol,Automatic,Dealer,0.0,55408,1.6,133.0,2,29.97
Honda,Hybrid,Automatic,Individual,7.1,101998,1.9,105.0,1,14.54
BMW,Diesel,Automatic,Individual,4.4,95474,1.8,101.0,1,20.86
Ford,Electric,Manual,Individual,6.7,86472,1.6,144.0,1,16.46
Mercedes,Hybrid,Manual,Dealer,6.1,97307,1.7,196.0,1,30.33
Nissan,Petrol,Manual,Certified,5.5,93648,1.9,111.0,4,6.91
Kia,,Manual,Certified,3.7,86592,2.1,126.0,1,16.24
Kia,Petrol,Automatic,Dealer,3.8,89821,2.6,190.0,1,15.42
Nissan,Hybrid,Automatic,Individual,7.9,108811,1.9,112.0,1,15.21
Hyundai,Petrol,Manual,Dealer,9.7,114361,1.7,91.0,1,4.5
Nissan,Electric,Automatic,Dealer,4.3,81113,1.9,176.0,1,26.96
Ford,Electric,Automatic,Individual,6.6,75116,1.5,157.0,1,21.7
Toyota,Petrol,Manual,Dealer,6.0,138492,1.2,90.0,1,7.65
Mercedes,Petrol,Manual,Dealer,9.1,116426,1.4,150.0,1,19.35
Nissan,Petrol,Manual,Dealer,3.7,87297,2.4,147.0,3,13.56
Toyota,Petrol,Manual,Individual,4.0,77061,1.3,103.0,1,10.22
Hyundai,Petrol,Manual,Dealer,7.4,36677,1.3,115.0,1,9.79
Honda,Diesel,Automatic,Individual,0.0,89414,1.5,188.0,3,17.94
BMW,Electric,Automatic,Dealer,3.4,40696,2.2,151.0,1,41.27
Nissan,Electric,Automatic,Dealer,7.8,48198,2.7,110.0,1,22.71
Honda,Electric,Manual,Dealer,8.0,101434,1.1,130.0,4,10.51
Hyundai,Petrol,Automatic,Certified,8.9,100327,1.8,204.0,1,12.74
Ford,Diesel,Automatic,Certified,4.8,78709,1.2,107.0,3,15.7
Nissan,Petrol,Automatic,Individual,4.0,91670,1.8,142.0,1,12.4
BMW,Diesel,Manual,Dealer,6.3,108039,2.3,81.0,3,11.31
Toyota,Diesel,Automatic,Dealer,6.7,76226,2.5,157.0,1,19.64
BMW,Petrol,Manual,Dealer,2.2,104543,1.7,143.0,1,21.13
BMW,Diesel,Automatic,Individual,0.8,104411,1.8,141.0,1,22.1
Nissan,Petrol,Manual,Dealer,2.1,94414,1.9,175.0,4,8.46
Honda,Hybrid,Manual,Individual,5.0,60607,1.8,133.0,1,17.3
Honda,Petrol,Automatic,Individual,8.7,108110,1.7,119.0,1,6.1
BMW,Petrol,Automatic,Dealer,5.3,67872,1.1,137.0,1,20.18
Hyundai,Diesel,Manual,Dealer,5.9,61356,1.7,145.0,1,16.12
Ford,Diesel,Manual,Individual,10.5,134099,1.4,75.0,1,4.5
Ford,Diesel,Automatic,Dealer,7.6,117362,1.8,204.0,1,11.86
Mercedes,Hybrid,Automatic,Individual,0.2,65240,2.6,208.0,2,36.44
Toyota,Petrol,Automatic,Dealer,4.8,58083,2.8,188.0,1,23.49
Toyota,Petrol,Automatic,Individual,8.4,69082,1.9,89.0,1,13.14
Mercedes,Petrol,Automatic,Dealer,6.4,122482,2.0,176.0,1,25.07
Nissan,Petrol,Manual,Individual,2.8,93156,1.8,124.0,2,9.55
Kia,Petrol,Automatic,Certified,4.0,114455,1.6,140.0,1,16.47
Hyundai,Petrol,Automatic,Dealer,8.4,102972,1.3,120.0,1,8.52
Nissan,Hybrid,Manual,Certified,1.3,112216,2.3,180.0,3,17.2
Kia,Diesel,Automatic,Certified,7.6,114409,1.8,152.0,1,12.47
Hyundai,Petrol,Manual,Certified,7.1,86544,1.9,192.0,1,12.57
Hyundai,Hybrid,Manual,Individual,7.0,74952,1.2,211.0,1,14.82
Kia,Petrol,Manual,Individual,2.4,96888,1.4,173.0,1,10.65
Nissan,Petrol,Automatic,Individual,6.9,111439,2.1,132.0,1,4.5
Honda,Petrol,Manual,Dealer,3.7,61250,1.5,162.0,3,18.32
Kia,Petrol,Automatic,Certified,3.7,94381,1.7,131.0,1,14.22
Hyundai,Petrol,Automatic,Dealer,7.5,110105,1.5,75.0,1,6.33
Toyota,Petrol,Automatic,Certified,2.6,82332,1.6,103.0,3,17.26
Honda,Petrol,Automatic,Dealer,11.6,163297,1.6,151.0,1,4.5
Mercedes,Petrol,Automatic,Individual,4.8,75508,1.4,137.0,1,25.41
BMW,Hybrid,Automatic,Certified,7.6,117940,1.2,129.0,1,26.28
Kia,Electric,Automatic,Certified,3.5,95828,1.7,157.0,1,27.06
Hyundai,Diesel,Automatic,Individual,7.4,103531,1.6,75.0,2,8.13
Nissan,Hybrid,Manual,Certified,8.0,63817,2.3,158.0,2,19.5
Mercedes,Diesel,Manual,Individual,11.2,121733,1.7,167.0,1,14.5
Toyota,Petrol,Manual,Individual,3.9,65477,2.5,195.0,1,17.54
Kia,Diesel,Manual,Certified,7.6,67097,2.2,260.0,3,18.95
Hyundai,Diesel,Automatic,Dealer,9.3,133274,1.7,156.0,1,13.21
Honda,Electric,Manual,Dealer,5.6,47532,1.3,101.0,1,20.93
Ford,Electric,Manual,Dealer,3.7,47311,1.7,183.0,2,29.38
Toyota,Electric,Manual,Certified,3.6,87611,2.3,139.0,2,27.41
BMW,Diesel,Automatic,Dealer,6.6,131024,1.9,181.0,2,16.7
Mercedes,Electric,Manual,Individual,4.5,80262,1.5,120.0,1,31.02
Ford,Diesel,Automatic,Individual,7.9,98102,2.3,176.0,1,12.94
Hyundai,Petrol,Automatic,Individual,3.5,85309,2.0,145.0,1,13.15
Nissan,Diesel,Manual,Dealer,7.9,133599,1.6,75.0,1,4.5
Hyundai,Petrol,Automatic,Dealer,8.9,85333,1.3,166.0,2,10.61
Toyota,Hybrid,Manual,Individual,10.8,111646,1.4,164.0,1,10.15
BMW,Petrol,Manual,Dealer,6.4,139581,1.8,186.0,1,17.08
Honda,Petrol,Manual,Dealer,10.9,137104,2.0,126.0,4,4.5
Ford,Electric,Manual,Individual,10.3,122745,1.3,150.0,2,11.61
Nissan,Petrol,Manual,Dealer,6.2,49878,2.1,89.0,1,14.25
BMW,Petrol,Automatic,Certified,7.8,97559,1.7,112.0,2,21.3
Mercedes,Electric,Automatic,Individual,2.9,66872,1.2,101.0,3,34.26
Ford,Diesel,Automatic,Dealer,8.0,154137,2.0,138.0,1,10.01
Kia,Petrol,Automatic,Dealer,6.6,116903,2.0,141.0,1,8.78
Honda,Petrol,Automatic,Dealer,0.8,11700,2.2,171.0,2,24.49
Ford,Petrol,Automatic,Individual,3.1,72817,1.3,168.0,1,20.18
Hyundai,Electric,Automatic,Dealer,5.8,75432,2.0,191.0,1,22.89
BMW,Electric,Manual,Dealer,5.8,60416,1.0,147.0,1,29.6
Ford,Electric,Manual,Certified,6.0,109624,1.7,141.0,1,18.25
Honda,Petrol,Manual,Individual,6.2,103174,2.0,75.0,2,11.2
Nissan,Petrol,Automatic,Dealer,9.6,118380,2.0,134.0,4,9.33
Hyundai,Hybrid,Manual,Certified,7.8,109751,1.7,104.0,1,13.3
Hyundai,Hybrid,Manual,Dealer,8.0,60645,1.5,110.0,2,14.31
Nissan,Petrol,Manual,Certified,8.0,73342,1.4,171.0,1,8.82
Ford,Petrol,Manual,Certified,4.9,128495,2.5,211.0,1,13.29
Nissan,Electric,Automatic,Dealer,8.3,139036,1.5,99.0,1,15.72
Toyota,Petrol,Automatic,Dealer,8.2,113450,1.5,75.0,3,6.27
Nissan,Diesel,Automatic,Dealer,7.9,90618,1.5,154.0,1,11.86
Mercedes,Diesel,Automatic,Individual,4.3,149253,1.8,146.0,1,22.68
Ford,Petrol,Manual,Certified,5.6,103769,2.2,82.0,1,12.81
BMW,Petrol,Manual,Individual,2.8,55690,2.4,111.0,2,22.57
Honda,Petrol,Manual,Certified,11.8,150127,1.6,106.0,1,4.5
Nissan,Electric,Automatic,Dealer,9.6,159618,1.4,147.0,2,15.51
Honda,Electric,Manual,Dealer,0.8,97302,1.3,120.0,1,27.47
Nissan,Petrol,Manual,Certified,8.8,122541,1.5,180.0,1,10.13
Toyota,Petrol,Automatic,Individual,9.7,94878,1.3,160.0,1,7.78
Kia,Electric,Automatic,Dealer,5.3,110440,1.6,160.0,1,18.02
Kia,Petrol,Manual,Individual,8.6,120567,1.9,205.0,1,4.5
Honda,Hybrid,Automatic,Individual,4.6,64177,1.6,109.0,2,17.69
Nissan,Diesel,Automatic,Dealer,6.0,74999,1.1,138.0,3,14.01
BMW,Diesel,Automatic,Individual,7.0,93644,2.4,213.0,1,25.63
Toyota,Electric,Manual,Dealer,11.4,165090,1.7,136.0,1,7.7
BMW,Petrol,Automatic,Dealer,6.9,107958,1.7,110.0,4,16.88
Nissan,Diesel,Manual,Individual,6.6,71052,1.0,,4,4.5
Toyota,Diesel,Automatic,Dealer,4.4,70048,1.8,159.0,2,18.95
Hyundai,Hybrid,Automatic,Individual,5.0,107979,1.4,188.0,1,19.7
Toyota,Petrol,Manual,Individual,3.3,39476,2.4,123.0,1,18.39
Hyundai,Hybrid,Automatic,Individual,7.2,107861,1.7,171.0,1,13.13
Toyota,Diesel,Manual,Certified,8.2,60750,2.2,151.0,1,18.98
Nissan,Petrol,Automatic,Dealer,1.6,74702,1.8,147.0,2,20.75
Nissan,Diesel,Automatic,Individual,4.3,150447,1.4,125.0,1,9.1
Nissan,Petrol,Automatic,Dealer,7.3,149496,1.6,151.0,3,5.38
Kia,Petrol,Manual,Certified,1.2,61639,1.6,159.0,1,15.73
BMW,Diesel,Manual,Individual,0.0,115633,1.6,106.0,1,22.61
Ford,Petrol,Automatic,Certified,7.4,92112,1.6,163.0,1,13.14
Honda,Petrol,Manual,Individual,3.9,67497,2.0,227.0,1,17.86
Ford,Diesel,Automatic,Dealer,5.1,110782,2.1,189.0,1,19.6
Honda,Petrol,Manual,Dealer,4.0,143138,3.3,191.0,1,14.11
Nissan,Petrol,Automatic,Dealer,6.5,125435,1.6,75.0,1,5.53
BMW,Petrol,Automatic,Individual,5.8,79888,1.8,116.0,1,19.16
Honda,Diesel,Manual,Certified,8.8,91594,2.3,,2,11.33
Nissan,Hybrid,Manual,Dealer,7.6,71149,1.9,159.0,1,18.17
BMW,Petrol,Automatic,Dealer,4.4,94412,1.8,130.0,2,22.62
Ford,Diesel,Automatic,Individual,3.2,86708,2.4,158.0,1,14.72
Hyundai,Electric,Manual,Individual,3.0,113102,1.7,206.0,2,22.17
Mercedes,Petrol,Automatic,Individual,4.7,109233,2.6,153.0,1,25.71
Ford,Petrol,Manual,Certified,11.4,129053,1.9,208.0,1,8.86
Honda,Hybrid,Manual,Individual,11.7,119412,2.8,159.0,1,13.49
Hyundai,Electric,Automatic,Individual,0.0,5000,1.8,139.0,1,35.14
Toyota,Diesel,Manual,Dealer,7.4,95570,1.9,130.0,1,12.97
Hyundai,Petrol,Automatic,Dealer,5.5,90985,1.6,103.0,2,9.04
Hyundai,Petrol,Automatic,Individual,7.8,136035,1.8,159.0,2,7.83
Hyundai,Petrol,Manual,Dealer,1.5,31778,2.1,145.0,1,16.7
BMW,Petrol,Automatic,Individual,2.7,36560,2.0,143.0,2,25.14
BMW,Petrol,Automatic,Certified,5.2,52506,1.5,145.0,2,24.47
Honda,Diesel,Automatic,Individual,0.4,110115,1.8,200.0,1,18.2
Kia,Petrol,Automatic,Certified,4.6,37403,2.0,187.0,2,19.35
Mercedes,Diesel,Automatic,Individual,7.8,102608,2.5,194.0,1,24.36
Hyundai,Petrol,Automatic,Individual,12.0,139059,1.6,175.0,1,4.5
Nissan,Hybrid,Automatic,Individual,5.8,139239,1.6,128.0,1,14.88
Nissan,Diesel,Manual,Dealer,4.2,66698,1.5,75.0,1,13.05
Ford,Petrol,Manual,Dealer,4.3,62571,2.0,111.0,2,11.09
Mercedes,Diesel,Automatic,Dealer,6.5,78664,2.0,176.0,4,24.35
Hyundai,Diesel,Automatic,Dealer,7.0,89544,1.7,132.0,1,13.32
Ford,Hybrid,Automatic,Certified,3.4,100274,1.6,173.0,3,18.49
Toyota,Petrol,Manual,Individual,9.4,134512,2.6,142.0,1,8.77
Ford,Petrol,Automatic,Individual,2.0,90297,1.3,128.0,3,13.39
Honda,Petrol,Automatic,Dealer,4.6,73204,1.5,178.0,1,16.87
Kia,Diesel,Automatic,Dealer,6.8,62056,1.8,183.0,1,15.43
Mercedes,Diesel,Manual,Certified,6.5,44553,2.6,146.0,1,30.25
Toyota,Petrol,Manual,Individual,3.2,43642,2.3,207.0,3,22.57
Toyota,Petrol,Automatic,Individual,7.7,94578,2.1,138.0,1,12.43
Toyota,Petrol,Automatic,Dealer,6.0,57934,1.8,206.0,1,22.17
Kia,Electric,Automatic,Dealer,2.5,66609,2.0,161.0,1,32.29
Nissan,Electric,Manual,Individual,2.2,25027,1.4,93.0,1,24.72
Honda,Petrol,Automatic,Individual,4.0,163555,1.2,167.0,1,9.37
Toyota,Petrol,Automatic,Dealer,7.0,76173,1.6,171.0,4,16.23
Hyundai,Petrol,Automatic,Dealer,1.7,88575,1.7,90.0,1,13.42
Ford,Electric,Manual,Certified,4.7,128620,1.7,140.0,2,18.74
Hyundai,Petrol,Manual,Dealer,3.6,91237,1.6,179.0,2,14.62
Ford,Diesel,Automatic,Dealer,10.3,139931,2.1,123.0,2,7.32
Kia,Petrol,Automatic,Individual,9.1,87415,2.0,168.0,1,10.58
Hyundai,Hybrid,Automatic,Dealer,8.5,153627,1.6,102.0,2,10.14
Kia,Hybrid,Manual,Dealer,4.3,112129,1.6,143.0,1,15.57
Hyundai,Diesel,Manual,Individual,5.8,79519,1.4,127.0,3,6.81
Hyundai,Hybrid,Manual,Dealer,6.3,77340,2.7,195.0,1,21.44
Mercedes,Diesel,Manual,Individual,9.2,105724,2.0,200.0,1,21.76
Ford,Diesel,Automatic,Dealer,2.4,47203,1.7,217.0,1,22.32
BMW,Diesel,Automatic,Individual,6.2,95726,2.4,116.0,1,21.96
BMW,Petrol,Automatic,Individual,5.2,92075,1.0,184.0,3,18.8
Toyota,Petrol,Manual,Dealer,6.9,55300,1.6,108.0,1,9.89
Toyota,Diesel,Automatic,Certified,1.7,87524,1.5,110.0,1,20.22
Ford,Petrol,Automatic,Dealer,1.0,74988,2.0,109.0,1,18.99
Kia,Petrol,Automatic,Individual,4.1,91962,1.7,146.0,1,9.03
Hyundai,Diesel,Automatic,Certified,2.2,102089,2.2,108.0,2,19.74
BMW,Petrol,Manual,Certified,4.5,111837,3.1,156.0,2,21.84
Ford,Diesel,Automatic,Dealer,2.3,64369,2.1,170.0,1,19.57
Kia,Hybrid,Manual,Individual,8.0,121202,1.4,143.0,2,6.31
Kia,Diesel,Automatic,Individual,5.2,103717,2.1,113.0,1,12.82
Hyundai,Electric,Automatic,Individual,6.5,95279,1.5,131.0,1,20.31
Kia,Petrol,Manual,Dealer,7.8,113990,1.6,122.0,2,5.22
Nissan,Petrol,Automatic,Individual,2.2,108113,1.4,124.0,1,14.84
Hyundai,Hybrid,Automatic,Dealer,2.2,75432,,132.0,2,21.88
Nissan,Hybrid,Manual,Individual,4.2,56995,1.0,235.0,1,21.43
Toyota,Petrol,Automatic,Individual,2.3,105826,2.2,108.0,4,14.17
Mercedes,Diesel,Manual,Certified,6.6,102515,2.5,172.0,1,24.67
Toyota,Electric,Automatic,Individual,6.9,63647,1.8,187.0,1,27.75
Honda,Petrol,Automatic,Individual,2.9,111574,2.3,180.0,3,15.88
Honda,Petrol,Manual,Individual,6.4,127535,1.6,106.0,1,9.19
Toyota,Petrol,Automatic,Individual,4.6,75428,2.5,110.0,1,15.53
Mercedes,Petrol,Automatic,Dealer,10.0,101093,1.8,75.0,1,15.27
BMW,Diesel,Manual,Certified,10.6,76728,1.9,186.0,2,17.56
Toyota,Petrol,Automatic,Dealer,6.0,74127,1.5,101.0,2,11.57
Honda,Electric,Automatic,Individual,1.9,90322,1.9,127.0,1,27.5
Toyota,Hybrid,Automatic,Individual,6.2,113457,1.0,173.0,2,17.41
Nissan,Electric,Manual,Certified,4.1,116927,1.5,168.0,1,17.97
Nissan,Hybrid,Automatic,Dealer,6.8,84623,1.8,202.0,3,16.87
Honda,Petrol,Automatic,Individual,11.4,197803,2.9,144.0,1,4.5
Hyundai,Diesel,Manual,Individual,10.2,79613,1.8,195.0,3,5.66
Toyota,Diesel,Automatic,Individual,4.3,80410,1.3,168.0,1,13.96
BMW,Petrol,Automatic,Individual,3.5,25747,2.3,111.0,1,23.42
Hyundai,Diesel,Automatic,Dealer,6.0,105924,2.7,175.0,2,16.31
Honda,Petrol,Automatic,Individual,6.4,115398,1.8,113.0,1,13.03
Honda,Diesel,Automatic,Individual,6.9,100364,1.7,161.0,1,11.99
Toyota,Hybrid,Manual,Dealer,12.0,93403,2.4,199.0,1,15.82
Toyota,Diesel,Automatic,Dealer,9.2,114782,1.5,141.0,1,10.05
Toyota,Petrol,Automatic,Individual,9.6,70497,1.9,231.0,1,18.82
Honda,Hybrid,Automatic,Individual,5.8,108521,1.5,218.0,1,20.72
Ford,Petrol,Automatic,Dealer,4.0,48517,1.3,147.0,1,17.58
Ford,Diesel,Manual,Dealer,3.3,104970,1.2,75.0,2,12.23
Honda,Petrol,Automatic,Individual,4.6,62728,2.2,150.0,3,18.77
Ford,Diesel,Automatic,Individual,9.1,84502,2.0,134.0,1,14.31
Toyota,Petrol,Manual,Individual,2.6,91918,1.9,145.0,1,16.7
BMW,Diesel,Automatic,Individual,8.9,138688,1.7,138.0,1,15.07
Hyundai,Hybrid,Automatic,Certified,8.2,144225,,111.0,1,9.8
Mercedes,Petrol,Automatic,Dealer,3.1,96315,2.2,159.0,4,25.7
Nissan,Petrol,Automatic,Dealer,9.1,99729,2.2,150.0,1,9.79
Ford,Diesel,Manual,Individual,2.3,91609,1.7,159.0,2,14.26
Nissan,Diesel,Manual,Individual,4.4,78386,1.7,156.0,2,11.05
Nissan,Petrol,Automatic,Certified,4.2,121243,1.6,88.0,2,7.98
Toyota,Hybrid,Automatic,Dealer,2.2,115165,1.4,151.0,1,20.03
Ford,Hybrid,Manual,Individual,9.1,123365,2.0,136.0,4,9.32
Honda,Electric,Automatic,Individual,5.2,112694,2.2,192.0,2,21.89
Kia,Diesel,Automatic,Dealer,9.4,105137,2.3,142.0,1,11.91
Mercedes,Electric,Manual,Individual,7.9,97018,1.4,165.0,2,26.45
Nissan,Petrol,Manual,Individual,8.1,133722,2.6,159.0,1,6.51
Toyota,Petrol,Automatic,Individual,1.6,71760,2.2,139.0,1,20.06
Ford,Hybrid,Automatic,Certified,4.2,91380,1.4,213.0,1,20.5
BMW,Diesel,Manual,Certified,5.6,104220,2.1,188.0,2,20.78
Hyundai,Diesel,Manual,Dealer,4.7,119323,1.6,143.0,2,9.14
Ford,Electric,Automatic,Individual,4.8,95163,2.1,218.0,2,22.44
Ford,Petrol,Automatic,Individual,8.3,120411,1.3,120.0,3,4.53
Toyota,Diesel,Automatic,Individual,5.3,117745,1.5,115.0,2,15.73
Nissan,Petrol,Manual,Certified,2.9,65028,1.8,90.0,1,14.42
Honda,Electric,Automatic,Individual,3.3,62181,1.0,194.0,1,31.34
BMW,Petrol,Automatic,Certified,3.7,83199,2.4,166.0,2,23.33
Honda,Diesel,Manual,Individual,4.5,110576,1.6,154.0,1,9.06
Honda,Petrol,Automatic,Certified,3.4,71120,1.7,196.0,1,18.45
BMW,Petrol,Automatic,Dealer,5.7,85671,2.1,137.0,3,23.39
Honda,Diesel,Automatic,Certified,5.3,65362,1.7,131.0,1,20.01
Ford,Diesel,Manual,Dealer,6.2,80831,1.9,132.0,1,12.91
Kia,Petrol,Automatic,Individual,4.2,74938,1.8,121.0,1,15.13
Kia,Diesel,Automatic,Dealer,8.3,116342,2.1,155.0,2,9.41
Hyundai,Petrol,Automatic,Individual,8.4,131682,1.4,143.0,2,4.5
Ford,Petrol,Automatic,Dealer,4.8,138557,1.5,250.0,4,12.66
Hyundai,Diesel,Manual,Individual,8.0,135088,1.5,117.0,1,4.54
Ford,Petrol,Automatic,Individual,0.5,117465,2.6,183.0,1,17.32
Toyota,Electric,Automatic,Dealer,0.8,112421,2.0,171.0,1,30.47
Toyota,Hybrid,Automatic,Individual,6.5,71906,1.0,84.0,1,14.29
Ford,Hybrid,Automatic,Certified,8.4,120768,2.4,118.0,4,13.37
Toyota,Petrol,Automatic,Dealer,1.9,46846,2.0,195.0,1,24.89
Toyota,Hybrid,Automatic,Dealer,6.6,102932,1.4,149.0,1,18.17
Hyundai,Hybrid,Automatic,Dealer,5.4,154124,1.6,163.0,1,14.15
Nissan,Diesel,Automatic,Dealer,8.2,107178,2.3,167.0,2,12.85
Toyota,Diesel,Manual,Certified,9.7,100692,2.3,161.0,3,8.74
Hyundai,Diesel,Automatic,Individual,4.2,104284,2.0,140.0,1,11.8
Ford,Hybrid,Manual,Dealer,4.4,78723,1.5,149.0,2,15.53
Toyota,Petrol,Manual,Individual,6.6,88111,1.9,168.0,1,12.36
Kia,Diesel,Automatic,Dealer,4.3,89489,1.3,91.0,2,11.43
Hyundai,Petrol,Automatic,Dealer,1.8,54989,2.1,227.0,1,18.75
Nissan,Petrol,Automatic,Certified,8.1,115059,2.0,151.0,1,12.66
Hyundai,Hybrid,Manual,Individual,5.4,84599,1.4,168.0,2,12.48
Mercedes,Petrol,Manual,Individual,11.5,132667,1.6,119.0,1,12.37
BMW,Petrol,Automatic,Dealer,7.4,112912,2.5,195.0,2,19.79
Ford,Petrol,Manual,Certified,6.2,84920,1.4,76.0,1,7.2
Hyundai,Electric,Manual,Individual,8.9,137537,1.7,158.0,1,11.77
Toyota,Petrol,Automatic,Dealer,11.0,97913,1.7,129.0,1,11.32
Honda,Electric,Automatic,Individual,6.6,111588,1.0,172.0,1,17.27
Honda,Petrol,Manual,Dealer,2.9,51165,2.2,126.0,2,16.71
Hyundai,Petrol,Manual,Individual,11.1,132335,2.1,185.0,2,4.5
Ford,Petrol,Automatic,Dealer,7.5,119371,1.2,131.0,2,8.67
Honda,Petrol,Manual,Dealer,2.2,48077,1.0,152.0,1,16.6
Kia,Hybrid,Manual,Dealer,4.8,57249,1.4,153.0,3,15.94
Hyundai,Petrol,Automatic,Dealer,8.1,65914,2.1,191.0,1,14.84
Toyota,Hybrid,Automatic,Dealer,6.3,96170,2.1,170.0,1,19.67
Kia,Diesel,Automatic,Dealer,8.0,165529,1.8,161.0,1,4.71
Honda,Hybrid,Automatic,Individual,4.7,87414,2.2,181.0,2,18.23
Ford,Petrol,Automatic,Individual,0.2,66988,1.3,130.0,1,16.97
Honda,Petrol,Automatic,Individual,6.4,76698,2.3,148.0,1,12.58
BMW,Petrol,Manual,Certified,5.7,102825,2.3,144.0,1,20.81
Honda,Petrol,Manual,Dealer,3.9,75564,2.2,167.0,3,15.25
Mercedes,Petrol,Manual,Individual,5.9,76542,1.8,141.0,3,19.24
Hyundai,Diesel,Automatic,Dealer,0.5,89469,2.1,157.0,1,18.68
Nissan,Petrol,Automatic,Individual,9.7,61218,1.6,166.0,3,8.03
Toyota,Petrol,Manual,Dealer,3.0,147392,2.4,171.0,2,11.03
Ford,Petrol,Manual,Dealer,7.4,76774,1.6,134.0,1,9.77
Ford,Diesel,Automatic,Individual,7.1,122084,2.3,184.0,1,13.74
Ford,Petrol,Manual,Individual,5.7,75100,1.2,166.0,1,9.12
Mercedes,Petrol,Manual,Certified,5.6,99181,1.8,168.0,1,22.36
BMW,Petrol,Automatic,Individual,4.1,81072,2.1,136.0,1,20.77
Hyundai,Electric,Automatic,Certified,7.3,109930,2.1,87.0,1,17.34
Honda,Electric,Automatic,Certified,0.3,99801,2.2,114.0,2,30.73
Toyota,Hybrid,Manual,Dealer,6.8,99834,2.2,197.0,2,12.88
Kia,Petrol,Manual,Individual,4.3,115946,1.0,147.0,2,7.63
Ford,Hybrid,Manual,Dealer,5.5,104219,2.4,200.0,1,18.31
Honda,Hybrid,Manual,Individual,7.6,171954,2.1,148.0,1,8.34
