age,income_k,credit_score,tenure_years,monthly_spend,satisfaction_score,target_class
29,74.01,734,6.25,363.72,7.39,1
40,38.01,627,8.68,830.21,6.81,1
30,84.51,523,4.8,886.77,6.82,0
31,74.49,684,2.71,1144.08,6.3,1
49,57.71,660,6.01,910.64,6.1,0
25,42.12,639,7.77,619.12,6.58,1
18,75.81,744,8.78,1111.97,6.64,1
51,67.15,500,8.79,1025.03,4.73,0
60,38.13,790,5.79,746.2,8.86,1
31,56.52,754,5.49,1058.37,5.46,0
18,106.89,636,4.22,779.74,6.6,0
32,60.25,648,6.75,834.39,8.25,0
32,48.87,715,1.08,783.47,5.99,1
33,44.87,717,6.07,831.81,6.86,1
24,86.58,636,14.55,1099.49,3.21,1
41,72.72,567,1.49,507.13,3.53,0
40,81.11,828,6.47,1142.91,6.46,1
20,63.72,747,7.13,938.79,6.78,1
42,78.81,691,7.52,814.18,8.16,1
56,47.28,692,3.1,904.57,7.7,1
37,62.44,723,7.55,700.03,4.11,0
32,64.31,732,4.4,541.02,8.4,1
34,80.74,534,1.72,706.23,4.71,0
41,64.78,655,8.86,482.99,7.79,1
18,50.62,648,7.99,602.42,5.82,1
37,60.96,669,3.1,542.99,10.0,1
31,34.85,734,4.37,1169.24,5.61,0
53,25.19,555,4.26,617.47,6.39,0
33,72.47,586,1.07,890.93,6.74,0
52,54.38,632,8.29,1145.68,6.14,0
24,56.08,691,8.4,1087.02,5.0,0
41,72.46,738,5.0,835.07,9.81,1
38,80.96,794,5.92,836.07,5.58,1
26,68.02,660,6.34,939.63,5.53,0
37,88.92,738,6.73,1364.69,6.34,0
47,67.54,730,1.96,990.87,6.79,1
32,64.53,718,7.47,1047.01,5.47,0
18,63.61,678,2.47,1398.61,7.93,0
35,40.72,652,8.04,961.12,6.73,0
26,74.34,605,2.81,1152.53,6.53,0
32,23.32,601,2.1,1005.1,7.34,0
34,51.21,704,5.92,1001.89,5.23,1
18,60.34,676,5.85,688.07,5.62,0
19,48.15,651,6.31,651.59,6.47,1
40,53.22,727,3.32,787.29,7.89,1
30,87.59,666,6.61,1094.03,6.13,0
18,76.56,616,6.89,1083.58,6.02,1
43,49.71,661,9.5,1193.3,3.34,0
38,52.96,737,6.56,897.56,5.46,0
28,40.84,608,4.2,1018.3,4.02,0
22,70.57,695,1.96,1019.24,4.4,0
43,56.25,676,1.41,876.35,7.05,0
38,30.5,627,6.97,829.26,10.0,1
59,61.51,659,8.38,573.3,6.79,1
39,66.58,570,3.33,866.44,7.0,0
39,74.45,688,6.77,877.12,5.36,0
33,58.9,584,5.48,1149.57,4.93,0
43,54.41,755,8.15,1171.26,9.58,1
41,89.79,674,8.6,932.06,5.29,1
48,60.1,640,0.0,1353.94,3.5,0
30,70.79,761,9.1,941.8,6.87,1
31,51.91,608,6.76,1127.24,5.86,0
30,70.35,628,4.41,877.98,7.39,0
43,38.17,552,4.49,649.17,8.85,0
50,53.07,772,6.1,806.45,7.05,1
30,41.88,811,4.49,1224.29,6.84,1
31,50.93,563,3.19,841.88,7.49,0
38,78.76,623,3.88,797.37,10.0,1
33,50.82,685,2.88,899.11,9.92,1
45,70.77,644,10.04,814.31,6.03,1
18,82.76,678,6.17,1162.63,7.92,1
27,59.59,672,12.76,1314.8,9.18,1
27,74.91,709,7.11,901.31,7.54,1
18,67.97,613,7.77,1018.9,6.4,0
25,61.75,693,2.82,1113.81,5.75,0
26,71.25,602,5.35,923.88,6.65,0
33,87.6,651,6.22,706.86,4.79,0
46,50.44,558,4.09,809.92,7.84,0
33,45.61,652,4.61,990.65,8.59,1
25,44.73,640,7.26,986.64,5.9,1
34,74.92,746,7.32,505.72,5.82,1
45,76.94,676,1.99,803.94,4.92,0
25,51.94,689,6.85,737.86,7.2,1
26,27.96,678,7.66,1094.1,6.48,1
41,49.88,531,4.23,746.39,4.33,0
33,68.22,540,3.92,798.55,10.0,1
41,59.0,658,7.32,790.86,3.83,0
35,62.71,699,0.0,1074.09,4.34,0
42,52.15,664,6.01,1113.15,7.91,0
25,75.21,620,10.9,1008.59,7.49,1
35,65.15,663,0.0,1143.41,5.43,0
33,68.8,657,8.47,1171.79,5.33,1
23,62.39,735,7.63,501.73,7.19,1
19,67.87,731,1.69,1030.22,7.07,1
42,66.88,641,7.56,818.64,5.44,0
31,46.08,677,9.0,623.52,7.99,1
25,65.6,699,2.47,829.66,7.36,0
34,71.87,710,3.88,1060.79,8.5,1
46,77.33,796,6.08,1220.15,6.43,0
18,66.24,678,8.93,604.08,7.72,1
20,45.52,762,4.38,1036.05,6.16,1
26,47.83,599,5.87,1332.44,7.31,0
50,53.47,635,4.01,1302.77,7.04,0
38,62.84,530,6.07,200.0,7.77,1
43,58.17,691,9.14,1379.35,7.28,1
24,43.14,725,6.32,1111.43,3.67,0
24,43.05,501,4.93,392.38,5.56,0
39,28.52,693,5.9,731.55,6.62,1
36,20.0,722,3.6,1176.71,7.2,0
40,58.02,718,3.02,979.26,7.74,1
33,94.8,596,9.61,773.73,7.32,1
38,86.95,734,10.91,914.62,5.44,1
37,45.33,681,0.63,1020.1,7.88,0
43,62.25,721,7.75,772.56,5.29,1
43,38.03,671,8.58,872.03,8.39,1
19,40.32,707,2.36,1097.32,8.49,1
18,42.04,758,4.58,745.82,6.48,1
45,56.62,666,4.27,601.46,5.53,1
47,57.26,700,11.7,759.79,5.46,0
25,63.79,767,10.96,704.44,4.86,1
18,69.95,671,3.24,766.93,5.12,0
36,54.95,601,1.62,519.96,6.23,0
44,60.54,727,8.32,951.84,5.66,1
53,43.59,780,7.63,1090.87,4.09,1
40,39.83,770,9.73,721.42,5.77,1
31,37.52,730,2.82,756.57,6.64,1
26,69.74,516,8.17,858.77,5.99,0
35,54.93,635,3.8,699.51,5.16,0
32,31.93,639,7.87,1116.43,2.91,0
25,59.05,683,5.89,704.49,8.22,1
55,41.27,798,11.7,784.3,6.44,1
53,84.91,604,7.34,732.08,6.98,1
46,51.32,837,5.06,1121.64,6.77,1
26,70.22,653,6.41,849.16,7.25,1
44,76.33,626,5.7,1338.48,6.86,0
41,45.68,739,2.54,977.83,6.65,1
39,61.14,745,11.77,1154.85,7.64,1
47,68.3,725,10.8,828.66,7.97,1
41,61.73,626,5.47,692.62,8.57,1
42,65.42,715,8.1,892.7,5.25,1
41,40.06,608,12.15,750.61,6.87,0
38,68.31,624,9.71,460.32,4.09,1
18,52.71,673,5.08,1122.97,5.78,0
36,65.24,623,5.74,907.2,6.2,0
29,73.8,754,0.85,745.93,7.61,1
22,70.03,640,8.32,982.78,6.32,1
52,65.23,665,9.73,910.33,7.51,1
52,69.63,618,9.75,1210.15,5.98,0
49,70.33,753,8.1,995.22,5.63,1
38,82.43,633,7.06,865.48,5.3,0
49,59.49,760,3.01,1052.55,7.54,1
35,62.46,755,6.96,892.09,5.93,1
37,73.98,649,4.11,940.44,2.86,0
24,52.64,682,7.58,1169.76,7.45,0
39,39.97,647,3.71,642.91,5.11,0
36,67.4,718,7.56,710.08,6.79,1
22,56.91,666,9.97,807.74,4.81,1
34,41.89,651,7.13,839.93,6.52,1
34,67.51,683,6.99,1154.44,2.19,0
53,81.47,569,8.74,588.77,6.45,0
44,35.55,675,11.31,893.51,5.19,1
35,75.33,725,5.68,778.83,4.6,1
37,21.94,690,7.56,1274.11,7.65,0
35,54.0,747,10.53,1094.45,6.32,1
33,87.61,654,8.01,952.51,6.13,1
24,55.08,648,0.0,1113.15,5.41,0
33,61.35,602,3.85,609.72,7.84,1
28,71.44,652,8.25,1346.05,5.85,0
22,34.25,818,4.8,714.79,8.73,1
40,61.08,699,10.32,1176.53,8.34,1
39,60.96,639,11.57,1021.36,8.64,0
18,87.93,610,4.23,958.15,7.95,0
34,41.46,568,2.9,1167.35,5.59,0
45,54.28,622,4.92,1119.25,6.58,0
46,46.07,733,4.74,923.62,6.2,1
45,44.48,650,10.61,807.25,7.76,1
35,76.91,613,2.89,927.07,6.48,0
27,60.4,621,8.23,877.38,6.14,0
24,51.67,725,10.16,977.88,8.99,1
38,52.23,674,8.46,1124.53,6.01,1
39,51.55,636,7.31,1003.09,5.56,0
48,52.89,658,5.51,940.67,5.9,0
46,41.03,834,11.55,756.13,8.11,1
34,56.12,765,5.26,971.42,6.78,0
23,54.61,783,8.84,526.89,7.19,1
32,48.63,557,5.52,724.55,6.85,1
37,62.33,669,0.47,1033.37,3.21,0
33,63.6,635,5.19,1094.74,4.9,0
29,51.65,718,5.53,895.45,6.08,0
38,57.84,754,5.57,944.22,6.97,1
30,92.38,703,4.02,981.46,5.02,1
29,91.81,619,7.88,1049.92,4.98,0
38,44.19,634,8.21,855.69,6.03,0
31,46.28,723,5.08,683.75,8.49,1
37,44.11,730,5.06,985.18,3.27,0
38,75.86,690,2.85,1330.83,2.52,0
24,54.02,689,6.76,697.06,9.1,1
30,63.6,684,10.13,872.08,4.2,1
49,89.95,699,10.14,815.03,5.89,1
23,59.84,730,4.2,1430.9,4.25,0
18,70.59,724,11.97,688.64,6.05,1
18,67.81,682,4.91,864.7,6.3,1
35,51.18,677,2.95,819.77,8.92,1
35,75.89,674,1.91,624.04,7.58,0
34,47.25,625,2.77,612.1,4.58,0
47,80.1,624,7.0,1025.04,3.64,0
18,51.19,718,5.23,1055.9,7.25,0
39,52.83,630,4.1,776.91,5.72,0
51,43.67,737,3.46,1209.98,5.42,0
24,46.14,676,2.74,404.82,8.28,1
31,53.6,737,3.33,623.14,3.87,0
27,23.53,725,9.05,718.56,5.95,0
26,56.5,739,11.41,898.03,7.45,1
32,52.38,647,11.6,800.8,4.73,0
49,71.85,709,8.06,855.77,8.45,1
53,66.34,732,4.52,1006.71,4.98,0
32,49.39,571,4.0,1220.56,6.39,0
54,53.12,799,8.27,1076.53,5.46,1
35,56.48,839,5.26,912.35,2.39,1
53,82.29,746,7.24,882.37,5.87,1
34,47.67,736,11.79,1142.31,7.69,1
36,49.2,721,6.65,1314.53,4.95,0
39,43.07,657,12.83,1040.42,5.56,0
65,37.77,672,2.62,792.18,5.73,0
44,64.61,748,7.34,957.03,7.3,0
28,63.04,612,6.94,1027.67,5.96,0
45,79.24,606,3.05,777.87,6.53,0
31,75.62,652,8.4,1090.47,6.55,1
30,95.96,726,10.59,958.09,5.71,1
44,58.89,619,12.61,1156.22,9.03,0
35,56.09,664,7.23,685.12,4.96,1
38,40.5,673,0.3,516.87,7.55,0
35,70.45,609,7.43,813.59,8.41,1
38,61.78,509,8.23,905.22,6.29,0
39,69.77,608,5.29,503.8,6.59,0
18,42.91,698,6.65,766.14,7.3,1
42,65.27,714,4.55,1182.38,5.94,1
25,63.08,715,5.6,1017.32,3.66,0
21,62.09,723,9.05,930.41,6.13,1
34,49.75,636,10.17,667.73,8.97,1
36,77.84,621,2.19,1175.06,7.35,0
28,90.75,706,4.47,808.18,6.62,0
43,43.34,665,1.23,920.9,7.63,0
22,70.81,743,11.51,989.63,6.28,1
31,20.0,707,8.61,937.68,6.54,0
29,70.03,770,0.0,1228.19,5.85,0
35,31.95,647,5.81,1026.53,7.22,1
38,52.13,755,5.15,974.44,5.7,1
25,40.3,822,3.73,880.99,6.03,1
42,56.77,684,9.11,995.02,7.82,1
36,72.58,715,9.04,853.8,6.21,1
18,32.14,615,6.81,941.66,7.35,0
18,54.61,743,4.08,824.82,7.47,1
35,52.3,759,4.1,790.12,6.38,0
33,83.72,645,6.13,698.47,5.98,1
34,66.48,721,4.63,840.34,4.52,1
35,42.34,700,5.98,825.91,4.86,1
37,52.93,707,7.67,1302.46,7.41,1
44,83.34,737,1.4,1118.26,7.39,1
24,70.72,716,3.73,870.51,5.02,0
23,46.23,670,5.9,806.87,7.09,1
24,55.99,738,10.7,1035.31,6.82,1
38,56.47,758,8.54,1327.3,7.9,1
47,51.93,641,5.99,1075.24,9.75,1
31,34.35,680,7.21,521.59,7.36,1
18,49.84,556,5.7,1089.9,5.46,0
18,80.84,721,9.23,1128.87,7.62,1
27,54.28,766,7.3,1383.83,4.94,1
29,58.45,662,9.84,845.36,9.83,1
31,62.11,689,1.93,930.49,4.66,0
35,93.27,665,3.58,999.05,7.16,1
32,60.13,653,6.82,731.92,6.5,1
45,76.41,696,7.48,711.99,5.88,1
28,51.03,625,13.2,987.86,5.79,0
26,56.11,664,0.58,560.53,8.54,1
40,60.19,617,5.9,610.25,7.35,1
20,48.39,721,5.77,1079.45,6.27,0
39,56.94,697,6.71,1009.52,9.1,0
36,73.32,650,11.2,1174.94,6.32,0
34,47.99,683,8.63,1001.91,7.6,1
51,60.0,665,1.19,902.29,4.49,0
29,70.63,760,10.6,1183.6,4.57,1
56,47.63,649,10.52,806.97,7.56,1
33,76.43,724,6.79,826.67,6.96,1
22,61.09,631,1.15,885.81,9.72,1
36,57.52,737,5.55,999.1,5.44,1
24,29.88,753,7.41,885.34,7.51,1
27,54.4,756,8.99,573.29,6.13,1
39,65.57,783,0.69,841.35,7.77,1
41,86.18,700,3.69,893.06,7.65,1
29,68.52,767,9.29,925.26,6.46,0
45,76.89,794,10.51,801.13,5.39,1
47,41.86,601,7.29,1011.24,5.99,0
49,58.1,638,9.45,545.68,4.83,0
40,78.31,575,7.37,991.47,7.05,0
49,46.68,754,8.89,1294.43,2.29,0
18,74.48,574,6.44,766.5,5.63,1
32,71.0,555,7.44,912.67,7.86,0
26,64.12,603,2.33,845.65,7.82,0
36,55.07,558,8.17,849.36,4.08,0
29,45.21,699,2.24,673.74,7.37,1
33,86.63,604,8.16,1338.14,4.79,0
54,69.48,562,4.68,984.87,5.93,0
33,65.11,677,7.11,752.42,7.65,1
39,53.81,681,3.14,727.38,5.04,0
33,60.57,549,4.49,913.53,8.64,0
36,62.47,630,7.1,423.11,6.89,1
35,66.0,675,8.26,1131.62,7.19,0
39,71.02,655,9.28,786.95,8.12,1
47,48.26,657,2.55,985.53,7.84,0
51,38.0,763,1.5,995.83,7.7,0
38,61.26,830,3.07,1112.37,5.51,1
41,33.79,658,2.8,1008.38,4.83,0
23,55.15,587,10.7,1063.5,6.08,1
34,52.36,664,10.02,1124.19,7.21,1
44,67.38,694,3.01,827.35,4.57,0
44,89.74,676,11.13,1373.31,7.37,1
37,30.83,723,9.84,977.63,7.06,1
44,94.11,835,1.11,893.84,6.23,1
40,56.5,560,2.91,714.96,6.59,0
47,65.22,645,1.02,854.45,6.6,0
38,38.78,788,5.74,988.41,7.16,0
31,74.95,643,6.05,920.96,7.62,0
38,60.62,735,6.05,1302.04,10.0,0
18,59.08,724,0.0,814.2,6.75,1
39,30.94,767,1.72,1049.45,5.53,0
18,61.11,814,6.78,652.38,3.64,1
18,72.69,703,7.87,1380.31,4.39,0
40,56.46,558,0.0,637.4,5.36,0
40,77.61,631,2.16,1356.34,7.53,0
23,76.99,833,9.07,870.12,5.91,1
28,50.38,581,2.33,408.4,7.11,1
49,83.93,715,5.96,1197.45,5.4,1
30,60.68,504,2.04,918.11,7.18,0
57,60.75,585,8.49,800.24,7.81,0
35,61.48,742,0.0,1041.17,5.9,0
39,61.04,683,5.09,1046.17,7.15,0
51,20.55,654,8.82,991.21,5.84,0
36,57.22,623,7.83,1149.71,4.65,0
25,39.54,540,4.61,955.56,7.33,0
34,84.4,729,3.9,1042.94,7.12,1
35,83.79,660,5.3,785.21,7.39,1
21,72.78,573,2.13,1068.42,7.93,0
32,56.42,682,5.7,786.17,6.13,1
28,44.88,721,5.75,652.6,6.24,1
44,50.14,666,4.75,854.62,6.07,0
35,89.14,688,9.0,839.33,7.02,1
32,49.62,683,2.79,1104.11,6.29,0
34,24.67,631,0.89,580.3,6.69,0
37,75.45,684,4.42,1140.6,5.42,0
41,82.51,731,6.37,762.95,4.96,1
25,84.89,752,5.68,357.72,5.14,1
25,75.58,735,5.55,634.37,7.12,1
46,78.02,633,2.62,832.34,6.44,0
31,60.79,725,3.05,997.73,5.76,1
21,28.86,713,4.53,870.67,7.5,1
39,60.42,630,4.3,633.9,8.69,1
40,69.32,647,9.29,728.72,5.76,0
20,57.97,728,6.79,637.57,4.87,0
37,57.29,776,4.4,956.93,7.92,1
42,45.54,553,9.29,880.07,6.52,0
39,44.97,795,7.34,1035.03,6.22,1
41,87.57,761,1.93,510.56,8.03,1
21,88.12,694,0.0,782.52,6.11,0
38,59.96,663,2.02,1346.34,7.1,0
32,64.22,707,7.78,1041.03,6.74,1
30,45.29,635,8.67,834.86,10.0,1
44,69.64,668,1.02,682.78,6.3,0
50,86.39,577,7.98,1143.7,7.91,0
53,37.06,558,7.86,1237.19,6.12,0
48,66.96,843,10.19,647.29,7.18,1
34,68.09,684,8.85,668.1,6.21,1
39,67.91,694,10.06,961.34,7.69,1
43,84.64,678,7.47,981.9,6.36,0
36,90.54,622,7.36,1006.21,7.26,1
36,56.5,659,4.99,1305.54,5.37,0
43,70.1,686,8.46,686.27,5.31,1
34,61.26,666,2.0,908.77,3.68,0
28,50.52,627,5.58,1058.66,7.05,0
31,64.06,714,7.62,1056.29,5.53,1
41,70.07,693,10.22,757.48,9.79,1
35,63.25,708,4.57,766.17,5.79,0
38,46.78,729,8.9,798.97,8.37,1
42,53.05,668,5.41,1274.76,8.22,0
31,53.16,668,8.96,684.74,6.13,1
43,47.36,784,3.6,828.65,5.39,0
39,64.7,614,8.18,1070.6,6.3,0
23,66.27,549,5.71,660.46,8.2,1
49,74.69,719,2.44,956.76,9.93,1
30,47.14,636,5.54,482.1,4.65,0
18,51.34,605,9.97,942.37,6.52,0
25,83.32,742,2.94,911.52,5.59,1
25,57.53,670,1.55,935.99,5.96,0
36,60.45,592,7.2,708.83,9.06,1
32,57.37,815,0.97,950.1,5.35,1
32,77.0,567,10.69,891.41,4.09,0
41,77.58,674,10.61,1185.81,6.8,0
38,76.7,548,9.11,1040.33,7.07,0
38,60.4,699,5.97,581.22,5.87,1
39,46.91,635,10.99,716.83,5.48,0
41,88.88,737,10.04,764.4,6.74,1
18,72.84,679,4.4,939.68,4.48,0
31,53.15,775,10.32,862.79,7.13,1
18,81.36,650,3.26,861.88,5.98,1
35,51.97,568,5.41,1519.9,8.58,0
35,81.16,697,0.62,787.16,6.98,0
45,82.17,662,6.44,1205.99,6.27,0
47,46.18,553,5.12,867.58,6.16,0
37,68.73,606,4.64,420.72,3.6,0
30,71.73,628,5.5,942.09,6.31,0
40,99.22,789,4.26,1146.23,6.2,1
30,48.87,730,6.13,1039.36,6.58,0
35,81.49,656,9.85,956.35,6.21,1
45,60.26,713,2.81,905.22,8.64,1
29,41.38,537,8.59,791.18,6.1,0
43,58.2,640,6.65,1097.17,5.23,0
42,60.04,708,7.12,804.48,4.0,0
25,44.12,692,5.91,759.13,5.83,1
45,64.68,642,3.85,990.34,4.93,0
42,74.37,677,7.33,833.98,4.55,1
36,63.57,704,7.56,1181.79,6.03,1
27,51.87,679,3.6,1002.8,8.21,0
26,57.77,740,1.98,728.85,7.9,1
30,59.93,702,6.26,648.16,4.58,1
40,63.26,716,8.26,773.81,6.56,1
25,76.65,800,9.02,1414.35,7.13,1
39,64.08,738,9.61,847.73,7.38,1
23,38.96,802,7.11,1066.82,8.91,1
33,51.57,633,5.21,612.76,4.75,1
36,62.49,569,5.99,661.72,5.17,0
59,76.86,670,2.27,858.55,5.51,0
21,79.47,664,3.95,1274.24,7.05,1
50,86.62,782,5.84,616.04,2.42,0
36,61.96,601,5.2,761.46,6.16,0
39,71.45,674,6.28,1098.37,3.83,0
36,38.18,708,1.88,1250.37,6.5,0
39,66.45,687,2.55,996.23,9.61,1
33,43.87,668,8.33,1048.69,7.85,1
50,59.06,705,3.5,702.68,4.66,0
30,105.45,756,3.97,608.96,5.87,1
46,64.55,788,6.29,647.92,5.17,1
29,47.04,682,3.21,707.86,8.44,1
34,66.12,623,9.32,949.63,3.2,0
24,52.24,787,2.23,631.68,5.84,1
40,45.59,605,6.0,955.09,5.46,0
49,91.55,805,3.75,830.66,4.74,1
34,76.0,774,6.47,776.25,8.99,1
33,65.18,784,4.51,1094.71,4.15,1
24,54.12,728,5.93,689.01,4.71,1
33,55.34,532,9.66,1215.85,8.89,0
19,83.14,607,3.94,1082.79,6.35,0
26,64.6,701,3.91,682.18,6.24,0
37,20.0,633,5.05,1164.49,5.56,0
48,96.31,658,10.42,656.19,6.5,1
63,62.75,723,5.73,1184.48,5.86,1
29,65.15,668,9.7,973.25,5.4,1
49,76.3,595,5.47,552.59,4.4,0
37,66.98,742,9.57,615.02,6.56,1
33,71.2,716,7.22,810.91,5.6,1
39,53.64,663,7.66,1090.92,5.8,0
36,41.55,730,1.69,862.45,7.49,0
36,64.2,687,1.25,856.96,5.74,0
31,81.47,773,9.21,908.84,6.34,1
21,50.28,691,9.17,461.08,9.01,1
20,49.08,773,13.26,1081.33,7.08,1
42,78.32,549,1.54,1194.72,5.69,0
32,53.14,712,7.46,1073.66,4.85,1
29,53.84,652,2.93,806.83,6.3,0
35,54.4,620,3.78,705.29,7.68,1
43,59.03,761,4.49,661.97,5.61,1
37,36.4,742,7.15,650.71,6.44,0
28,51.91,540,4.01,1398.2,5.58,0
47,63.46,730,6.1,882.66,5.89,1
51,63.35,722,8.5,1099.03,4.58,0
40,77.37,629,9.38,1086.92,6.82,1
45,87.59,622,8.08,931.37,6.63,0
47,82.69,569,7.36,695.04,8.62,1
46,73.72,656,5.58,1014.11,6.57,0
41,57.77,668,4.29,661.84,5.33,0
41,50.65,736,7.62,1032.51,8.58,1
40,60.27,699,2.85,671.89,6.95,1
24,68.78,606,6.36,804.04,6.69,0
42,72.33,697,2.77,803.68,6.38,0
21,69.35,662,5.88,1207.77,6.63,1
27,58.18,615,2.84,364.5,5.1,1
48,71.8,569,4.8,1412.77,6.27,0
43,78.91,724,3.97,722.7,6.06,1
50,73.2,711,3.61,872.86,6.93,0
32,59.52,719,5.74,990.93,8.07,1
23,47.49,629,0.0,972.08,7.84,0
33,47.14,692,0.59,1085.6,7.16,0
36,49.78,584,8.41,1034.28,3.81,0
36,63.86,611,6.44,1348.14,5.74,0
46,67.8,682,3.83,1060.95,3.66,0
31,38.78,698,8.92,874.18,8.02,1
39,52.44,566,4.08,778.34,6.21,0
25,63.65,606,4.26,772.65,6.17,0
40,46.5,654,3.65,1184.51,5.36,0
35,66.51,747,11.72,1286.14,8.29,1
28,55.39,623,6.71,1120.9,6.55,0
33,49.15,690,6.59,203.83,6.22,1
33,60.8,697,7.4,405.63,6.58,1
32,65.88,663,0.44,898.34,6.7,0
53,47.27,699,4.22,863.33,6.19,0
34,56.36,586,7.36,904.38,8.29,0
33,67.02,634,5.99,1175.38,8.27,0
18,48.57,780,12.62,1164.42,6.53,1
26,35.13,785,4.39,938.48,5.23,1
32,36.95,739,8.83,564.75,6.88,1
28,53.73,757,8.42,629.58,5.5,1
49,40.22,552,6.43,914.83,8.53,0
33,54.78,614,6.97,991.7,8.75,0
48,84.97,658,5.13,632.19,7.47,1
36,39.32,849,0.08,1045.31,4.65,0
35,55.76,658,7.05,514.48,5.7,0
34,91.98,732,7.29,314.1,6.09,1
35,66.12,706,7.76,707.47,5.13,0
52,54.48,705,6.19,1202.07,5.94,0
18,57.65,678,8.91,1234.9,6.74,1
18,66.44,596,3.4,549.11,7.19,1
30,85.44,500,10.41,565.93,8.33,0
35,52.04,770,3.04,1067.41,6.36,0
42,48.64,637,5.68,803.05,5.95,0
40,39.32,549,8.04,1200.6,4.46,0
31,61.55,711,4.46,1063.83,6.92,0
45,38.91,709,8.25,1101.61,5.72,0
45,53.04,734,4.97,719.19,6.08,1
37,46.37,758,6.35,997.64,5.55,1
45,76.11,616,5.46,1343.6,5.59,0
38,52.37,619,4.27,931.29,7.47,1
29,65.95,658,12.75,890.1,6.31,1
42,35.94,738,3.48,804.15,8.74,0
36,61.97,533,0.0,547.57,4.72,0
35,41.95,689,3.59,658.23,8.27,1
50,53.62,745,6.39,703.8,5.66,1
18,93.17,742,4.87,538.25,6.32,1
21,73.98,730,9.06,560.43,7.14,1
23,58.07,754,8.95,361.4,7.94,1
31,107.98,500,5.04,727.85,8.0,0
32,46.27,793,0.95,1048.55,7.97,1
20,77.48,703,2.15,830.37,6.09,1
25,37.01,773,5.9,831.36,9.12,1
26,56.34,598,1.31,1068.69,7.32,0
60,39.78,557,4.9,1271.57,1.99,0
53,63.86,805,10.26,1400.13,6.49,1
31,60.84,615,7.03,931.79,5.87,0
31,55.39,658,6.14,838.0,5.97,0
24,76.38,717,2.88,809.12,7.39,1
18,51.49,734,6.55,1030.06,6.9,1
34,64.9,755,5.22,865.61,5.43,1
25,72.31,696,6.72,866.4,8.69,1
34,37.75,606,8.18,880.98,4.51,0
19,48.77,729,8.69,692.73,4.41,1
27,60.81,731,6.39,386.92,4.81,1
36,69.45,553,7.54,752.77,7.11,0
39,81.32,779,4.46,1220.65,6.99,1
39,56.76,506,9.4,1210.3,5.22,0
22,55.25,752,3.34,1106.75,5.55,1
44,46.91,636,5.38,791.38,6.43,1
27,64.95,729,9.71,726.09,4.84,1
41,55.54,716,4.56,1257.41,7.64,0
35,55.89,677,1.98,661.71,8.79,1
21,58.59,712,4.77,908.67,6.17,1
32,68.27,674,10.18,1271.69,6.96,1
39,51.54,730,0.0,927.27,6.6,0
41,48.42,833,6.31,835.43,8.49,1
34,66.48,586,4.1,1155.16,9.35,0
50,20.0,500,5.5,915.84,5.9,0
45,50.94,651,4.95,943.16,6.49,0
32,42.73,646,8.88,1233.24,7.73,1
43,78.05,654,6.16,340.12,6.96,1
54,53.39,615,9.03,978.94,5.07,0
55,51.59,741,9.85,731.41,3.73,1
23,59.27,583,6.09,854.41,5.54,0
26,51.07,712,4.92,924.85,6.93,0
50,53.96,725,7.13,751.4,5.85,1
24,61.46,702,7.71,950.27,4.86,1
22,53.67,714,2.54,984.78,5.57,1
30,53.56,746,6.71,944.76,9.19,1
39,44.85,684,5.24,924.51,4.75,0
34,42.69,656,4.74,874.13,5.97,0
28,60.91,714,3.93,878.45,5.67,1
28,64.6,722,4.12,917.47,9.37,0
28,38.58,742,9.77,692.67,4.23,0
26,71.4,560,4.91,1179.43,5.26,0
58,71.46,667,9.43,879.96,6.54,0
38,74.62,605,6.39,811.26,6.69,0
44,64.5,719,2.6,987.09,8.12,0
30,69.56,731,6.57,874.77,7.97,1
33,92.78,661,2.44,1173.38,5.39,0
28,55.48,629,7.82,1096.83,6.91,1
18,44.31,722,5.38,920.45,6.18,0
21,36.99,671,8.57,1106.56,5.76,0
18,86.34,780,10.3,951.76,7.97,1
18,86.53,804,0.79,646.1,6.82,1
23,46.13,750,4.62,1095.77,8.83,0
48,49.09,696,2.37,481.9,7.16,1
35,55.14,808,12.47,200.0,7.83,1
48,78.36,697,4.68,1053.56,2.37,0
39,40.69,646,2.05,997.58,6.58,0
43,30.5,633,12.72,982.89,7.09,1
26,92.51,631,3.82,1205.7,7.23,0
40,64.69,680,1.13,894.56,8.77,0
42,66.82,712,2.52,816.78,7.38,0
29,56.92,581,6.43,1075.26,4.63,0
41,66.99,649,6.14,742.97,7.26,1
41,37.29,695,3.49,847.62,7.71,0
30,47.39,725,4.54,955.57,5.54,1
24,61.58,678,6.16,973.16,5.83,0
23,25.94,697,9.97,826.73,7.63,1
36,55.46,593,7.0,792.09,6.46,0
38,54.54,616,4.31,653.62,8.1,0
27,55.46,676,5.31,726.82,6.73,1
35,51.73,716,8.31,1300.2,3.18,0
41,45.06,696,11.04,841.57,6.55,1
41,32.67,621,2.69,941.64,5.86,0
51,62.17,663,9.34,571.92,7.38,1
48,55.5,786,5.06,1463.91,7.1,1
25,39.37,718,1.13,710.48,5.05,0
52,60.94,669,0.53,641.48,6.76,0
30,55.58,608,10.0,886.54,7.27,1
45,53.08,630,10.36,703.65,7.13,1
36,27.65,680,4.29,980.3,7.93,0
31,70.24,699,5.36,567.44,4.93,1
18,41.5,720,0.65,1150.15,6.23,0
